feat,lrp
TFs_and_others_MIF,-4.768695727777909e-05
TFs_and_others_GTF2E2,-5.732610507115696e-05
Histone_H3.5,-4.863225809636199e-05
TFs_and_others_BPTF,-5.3441459144801476e-05
TFs_and_others_HSF2,-5.306430540842182e-05
TFs_and_others_MEPCE,-6.0673114778463264e-05
TFs_and_others_ISL2,-5.592177846796722e-05
TFs_and_others_TARDBP,-5.962384053318698e-05
TFs_and_others_MYCN,-6.421830044171708e-05
TFs_and_others_PPARG,-8.822729869331855e-05
TFs_and_others_ZNF766,-4.6526695816080394e-05
TFs_and_others_PALB2,-5.864245571652932e-05
TFs_and_others_PLAG1,-4.2263258853920597e-05
TFs_and_others_ZNF654,-8.371938227205517e-05
TFs_and_others_BMI1,-5.20742124234855e-05
TFs_and_others_RUNX1,-0.00011967541399005568
TFs_and_others_HOXB2,-7.647001709432025e-05
TFs_and_others_C10orf12,-5.82645542685732e-05
TFs_and_others_ZNF225,-6.946682168072707e-05
TFs_and_others_ZNF446,-5.513350340023926e-05
TFs_and_others_ZNF404,-7.845990491487283e-05
TFs_and_others_ETV6,-7.624568913163228e-05
TFs_and_others_CTBP1,-0.0001066386029089773
TFs_and_others_ZNF552,-5.840244712592363e-05
TFs_and_others_ZNF260,-7.971065358957845e-05
TFs_and_others_BCL11A,-5.354990536288014e-05
TFs_and_others_MLXIP,-8.508074936559734e-05
TFs_and_others_MAFK,-0.0002892055898680524
TFs_and_others_SMC4,-0.00020269696511142165
Histone_H3K4me1,-0.0009071127868908158
TFs_and_others_SUPT20H,-0.0003401900945114017
Histone_H3K28ac,-0.00022071325514515174
TFs_and_others_SMN1,-7.309405233333873e-05
TFs_and_others_CASP8AP2,-6.183207818085188e-05
TFs_and_others_ZNF41,-7.709856229874285e-05
TFs_and_others_WDR61,-7.930397595378595e-05
TFs_and_others_PPARD,-8.640982039928534e-05
Histone_H3K31ac,-7.650752867296133e-05
TFs_and_others_DLX6,-9.575165098007831e-05
TFs_and_others_ZNF180,-8.439577775359136e-05
TFs_and_others_TAL1,-0.0001358737291877572
TFs_and_others_BHLHE41,-8.741608989588858e-05
TFs_and_others_JUND,-0.00010281715255855524
TFs_and_others_CHCHD3,-6.739398467577586e-05
TFs_and_others_MAML3,-7.65577915509396e-05
TFs_and_others_CDX4,-6.204318061661752e-05
TFs_and_others_CREM,-6.130385716785688e-05
TFs_and_others_ZSCAN18,-6.0250304992903756e-05
TFs_and_others_HNF1A,-7.288551653322005e-05
TFs_and_others_NCOA2,-6.297947997440977e-05
TFs_and_others_CNOT3,-8.8680306997012e-05
TFs_and_others_HK2,-7.302690755054966e-05
TFs_and_others_NANOG,-0.00017243138886365283
TFs_and_others_ZNF425,-9.581513407211961e-05
TFs_and_others_ZSCAN23,-7.992870942862088e-05
TFs_and_others_MLLT10,-5.3290774383820495e-05
TFs_and_others_TP53BP1,-8.880174733385606e-05
TFs_and_others_FAM208A,-6.932266936178079e-05
TFs_and_others_DMRT2,-7.090002423535376e-05
TFs_and_others_CIZ1,-5.933138227444634e-05
TFs_and_others_EGR2,-7.527716137536597e-05
TFs_and_others_ZNF7,-6.735978029593881e-05
TFs_and_others_OLA1,-7.802695221288757e-05
TFs_and_others_PITX3,-7.684054162185615e-05
TFs_and_others_SKP2,-7.952703347013522e-05
TFs_and_others_FUBP1,-7.70039654707489e-05
TFs_and_others_DCP1A,-6.414822474550141e-05
TFs_and_others_MED22,-6.953055438207929e-05
Histone_H3K4ac,-7.459198977777358e-05
TFs_and_others_SMARCE1,-7.813132796291101e-05
TFs_and_others_TIGD3,-5.84295550642405e-05
TFs_and_others_GLI2,-6.530543872068414e-05
TFs_and_others_SCRT1,-6.430329771877902e-05
TFs_and_others_CDKN1B,-7.875353383628146e-05
TFs_and_others_INTS3,-8.192357391171987e-05
TFs_and_others_ZNF438,-8.41935082593561e-05
TFs_and_others_FOXO1,-8.858546727926657e-05
TFs_and_others_RFXANK,-8.129242651169953e-05
TFs_and_others_BEND3,-7.382991843747404e-05
TFs_and_others_MED8,-8.749238041165526e-05
TFs_and_others_CUL4B,-8.459707070816325e-05
TFs_and_others_VCP,-0.0001244538276226748
TFs_and_others_HHEX,-0.00010406068523231694
Histone_H3,-0.00021036769443134396
RNA_polymerase_POLR1D,-0.00011004245059877669
TFs_and_others_ZNF430,-9.126134286087332e-05
TFs_and_others_CSNK2A1,-6.745229631417706e-05
TFs_and_others_TFAP2B,-6.97359767271531e-05
TFs_and_others_EWSR1,-8.264690690540495e-05
TFs_and_others_ZNF416,-6.82973806294778e-05
TFs_and_others_TRPS1,-8.352117620652737e-05
TFs_and_others_MED26,-8.959561791085726e-05
TFs_and_others_ZNF33A,-7.865196903826466e-05
TFs_and_others_XRCC4,-6.285154071156524e-05
TFs_and_others_NR0B1,-7.709656700440176e-05
TFs_and_others_KAT2A,-5.558926569283268e-05
TFs_and_others_ZFP42,-7.497402339772456e-05
Histone_H1,-5.509036802095362e-05
TFs_and_others_ZEB1,-9.2688325167056e-05
TFs_and_others_PAX9,-6.779385741051865e-05
TFs_and_others_DEK,-8.255763566501976e-05
TFs_and_others_MEF2A,-6.249941276954477e-05
TFs_and_others_ZNF227,-8.70163558798807e-05
Histone_H3K9me1,-7.738569376270107e-05
TFs_and_others_PADI2,-8.416212291954923e-05
TFs_and_others_KDM5A,-8.293639317589327e-05
TFs_and_others_ZNF335,-7.859911827152674e-05
TFs_and_others_SIN3A,-0.00011525078381196539
TFs_and_others_HMGA2,-9.130810414342907e-05
TFs_and_others_TLE3,-0.00017080362389073971
TFs_and_others_ISX,-7.348342686408531e-05
TFs_and_others_NR3C2,-0.00010000252611637983
TFs_and_others_SP3,-5.114053588819668e-05
TFs_and_others_ADNP2,-9.210663718725542e-05
TFs_and_others_CIC,-5.517975109732982e-05
TFs_and_others_IRF2,-6.798757819911281e-05
TFs_and_others_HEY1,-6.19510742236246e-05
TFs_and_others_ZNF501,-5.391565417882387e-05
RNA_polymerase_POLR2B,-6.237464725327411e-05
TFs_and_others_TBL1XR1,-5.1405236222581785e-05
TFs_and_others_HOXC11,-7.937968107998684e-05
TFs_and_others_RERE,-5.081267809406906e-05
TFs_and_others_CREB3,-8.602566190489137e-05
TFs_and_others_CCAR2,-4.9062531797822953e-05
Histone_macroH2A1,-8.892083978580228e-05
TFs_and_others_SUMO1,-4.84279577861571e-05
TFs_and_others_SOX18,-7.88086000164187e-05
TFs_and_others_ZNF30,-5.281535575730576e-05
TFs_and_others_TRAFD1,-8.764844256213054e-05
Histone_H3K14cr,-5.215006066421283e-05
TFs_and_others_ZNF426,-7.628462218153607e-05
TFs_and_others_PTEN,-6.791851230638157e-05
TFs_and_others_ARID4A,-8.694537470979408e-05
TFs_and_others_ZMIZ1,-6.613718724902001e-05
TFs_and_others_CTCFL,-7.089543333002635e-05
TFs_and_others_DOT1L,-7.21084493760739e-05
TFs_and_others_ZBTB6,-6.622124517796434e-05
TFs_and_others_SIX4,-7.439792507860061e-05
TFs_and_others_PCF11,-7.175826351078295e-05
TFs_and_others_ZNF263,-8.726029423995192e-05
TFs_and_others_CREB5,-7.805915948326574e-05
RNA_polymerase_POLR3C,-7.170882342219603e-05
TFs_and_others_TRIM37,-7.452486595911348e-05
TFs_and_others_ZNF662,-7.174068489573666e-05
Histone_H2A.Z.1,-7.620453469574824e-05
TFs_and_others_QSER1,-8.668026512057268e-05
TFs_and_others_DROSHA,-8.437994820447849e-05
TFs_and_others_FOXJ2,-7.702196240233033e-05
TFs_and_others_GRWD1,-7.839491877457256e-05
TFs_and_others_TOE1,-7.009632236283746e-05
TFs_and_others_NXF1,-7.434633788665904e-05
TFs_and_others_ZBTB2,-7.798294713609088e-05
TFs_and_others_ZZZ3,-6.838076409605827e-05
TFs_and_others_ARID3B,-7.250055928776256e-05
TFs_and_others_HOXD1,-6.449484110600266e-05
TFs_and_others_KLF12,-7.689105385576104e-05
TFs_and_others_KLF4,-8.686333952412745e-05
TFs_and_others_RFX3,-7.397268256367721e-05
TFs_and_others_RBM22,-6.104086293237699e-05
TFs_and_others_NELFB,-7.558367153742464e-05
TFs_and_others_CC2D1A,-6.975044706454256e-05
TFs_and_others_PBX1,-0.0001042568478966871
TFs_and_others_ZNF629,-7.143921660701025e-05
TFs_and_others_FOSL2,-9.849753566879148e-05
TFs_and_others_NKX2-5,-7.58321557671578e-05
TFs_and_others_TRF2,-7.741042687872838e-05
TFs_and_others_MKL2,-7.98120437262514e-05
TFs_and_others_ARID2,-7.242590800957116e-05
Histone_H3.3,-0.00010623979833351842
Histone_H4K5K8K12ac,-7.337849527216492e-05
TFs_and_others_NELFA,-8.401869930251595e-05
TFs_and_others_ZC3H10,-7.135704606272656e-05
TFs_and_others_NR1I2,-8.671687075895371e-05
TFs_and_others_STAT1,-8.707301611584677e-05
TFs_and_others_NLRP2,-7.491403584570896e-05
TFs_and_others_DAXX,-6.124776653735759e-05
TFs_and_others_NAB2,-6.66680702519509e-05
TFs_and_others_HNRNPA2B1,-5.714286529157021e-05
TFs_and_others_MBD5,-9.260889868071282e-05
TFs_and_others_GATAD1,-7.782913999520514e-05
Histone_H2A.Zac,-0.00021201782129723177
TFs_and_others_MCM3,-9.453992744229684e-05
TFs_and_others_G-quadruplex,-8.594243779559485e-05
Histone_H1.4K34ac,-5.7276576111172763e-05
TFs_and_others_ZBTB11,-8.3635569423416e-05
TFs_and_others_ZNF709,-5.6647516503644537e-05
TFs_and_others_TRERF1,-5.841736439142055e-05
Histone_H3K30ac,-6.427653729487776e-05
TFs_and_others_RCOR3,-6.882562594871661e-05
TFs_and_others_ZNF175,-6.0595298924751974e-05
TFs_and_others_ZNF491,-7.812307005281633e-05
TFs_and_others_DYRK1A,-8.350993738792413e-05
TFs_and_others_NUP153,-9.291509974380938e-05
TFs_and_others_ZNF485,-9.30749716926465e-05
TFs_and_others_HOXA11,-9.466959923215441e-05
TFs_and_others_TCF3,-0.00013903852753138895
TFs_and_others_DRAP1,-0.00011499705843632957
TFs_and_others_ZNF652,-8.771990197940895e-05
TFs_and_others_TFAP2C,-0.00011994651454350782
TFs_and_others_RYBP,-6.840720266347956e-05
TFs_and_others_GREB1,-6.913783780663604e-05
TFs_and_others_ZBED1,-6.15300650999894e-05
TFs_and_others_ZNF333,-7.96932222569368e-05
TFs_and_others_HMGN2,-6.381969367170122e-05
TFs_and_others_ARID1A,-0.00010214239749356264
Histone_H1.2,-7.404658387848414e-05
TFs_and_others_PRDM10,-9.183914490192611e-05
TFs_and_others_ZNF561,-7.150295393260312e-05
TFs_and_others_ZSCAN32,-8.000653361439782e-05
TFs_and_others_LIN28B,-6.672258580639782e-05
TFs_and_others_HOXB8,-7.484045447665756e-05
TFs_and_others_CBFB,-8.51203450274696e-05
TFs_and_others_INTS13,-8.95102255719861e-05
TFs_and_others_IKZF1,-0.0001360990818745266
TFs_and_others_ZNF341,-0.00010477657675441017
TFs_and_others_MED1,-0.00013671756132737874
TFs_and_others_SMC1B,-9.592654022050088e-05
TFs_and_others_ZNF346,-7.413911213000827e-05
TFs_and_others_OLIG2,-7.306937889024653e-05
TFs_and_others_YBX3,-5.9374771170566564e-05
TFs_and_others_NFE2L1,-6.905187129511399e-05
TFs_and_others_KLF1,-6.543580869601806e-05
TFs_and_others_PAD2,-7.420886749760766e-05
TFs_and_others_TSC22D2,-6.150728139062747e-05
TFs_and_others_ZNF19,-7.789354691594998e-05
TFs_and_others_NFYC,-7.24651853892282e-05
TFs_and_others_SMARCC1,-0.00012000747016645355
TFs_and_others_NEUROD2,-7.597035304939073e-05
TFs_and_others_PHF10,-6.91463484439239e-05
TFs_and_others_FOXO4,-6.273516888570147e-05
TFs_and_others_TAF5L,-5.368499454091155e-05
TFs_and_others_SAFB,-5.339583902627205e-05
TFs_and_others_SNAPC2,-7.218159870781869e-05
TFs_and_others_SNAI1,-6.220294876613285e-05
TFs_and_others_RLF,-9.873135389209717e-05
TFs_and_others_KLF14,-5.6072888899948095e-05
TFs_and_others_GTF3C5,-0.00012782667569499385
TFs_and_others_E4F1,-0.00022552097076755762
TFs_and_others_ZNF451,-0.00022729551297634426
TFs_and_others_Epitope tags,-0.0006594671671837267
TFs_and_others_CDC73,-0.00032595434200042146
TFs_and_others_ELK1,-0.00018656114140841063
TFs_and_others_ZNF18,-0.00013222475221357638
TFs_and_others_NKRF,-7.367308893772928e-05
TFs_and_others_TEF,-8.409256064334275e-05
TFs_and_others_U2AF1,-0.00010271090508602514
TFs_and_others_EBNA3,-0.00011269703554171331
TFs_and_others_PHIP,-8.541473083703888e-05
TFs_and_others_HMGN4,-6.826532134922053e-05
TFs_and_others_NFKBIA,-8.035315426268885e-05
TFs_and_others_SMC1A,-0.00010841285706362206
Histone_H2A.Z.2,-0.00010051803874644098
TFs_and_others_TCEAL8,-6.450221687309019e-05
TFs_and_others_MPHOSPH8,-6.158224809523057e-05
TFs_and_others_ZNF48,-0.00011035361305377795
TFs_and_others_IRX2,-8.047979472085842e-05
TFs_and_others_NR3C1,-0.0002332313628035783
TFs_and_others_ZNF850,-0.00012081759185429105
TFs_and_others_ZCCHC11,-9.260323436611093e-05
TFs_and_others_SIRT6,-7.699814044196362e-05
TFs_and_others_SVIL,-7.916796320428595e-05
TFs_and_others_ZNF770,-8.15808455944329e-05
Histone_H4K12me1,-6.825468071410486e-05
TFs_and_others_HEXIM1,-8.776416271519736e-05
TFs_and_others_NOTCH3,-6.891902627402143e-05
TFs_and_others_RBM15,-5.614557733995859e-05
TFs_and_others_HIC2,-6.7208292259992e-05
TFs_and_others_HJURP,-5.3216514595486564e-05
Histone_H4K4me3,-6.121105003368282e-05
TFs_and_others_CAMTA2,-4.942897410706214e-05
TFs_and_others_NONO,-5.673258295985554e-05
TFs_and_others_BCL3,-4.677314047324039e-05
TFs_and_others_MBD6,-5.6386398512436455e-05
TFs_and_others_STAT5B,-4.912270189063854e-05
TFs_and_others_C17orf96,-7.203122074693268e-05
TFs_and_others_MAP2K1,-5.821853429576136e-05
TFs_and_others_ELL,-0.0001146184519733793
TFs_and_others_PHF8,-0.00010329729644036021
TFs_and_others_GATA2,-0.0002436772502176585
TFs_and_others_PML,-0.00012484133530533156
TFs_and_others_Pan-acetyllysine,-0.0001097031327802783
TFs_and_others_ZNF350,-6.885738057205179e-05
TFs_and_others_ZNF584,-8.771170643858732e-05
TFs_and_others_TAF15,-8.759175224351308e-05
TFs_and_others_ZNF624,-8.553544542162259e-05
TFs_and_others_BCORL1,-8.246386213425007e-05
TFs_and_others_ZNF516,-8.339852442148348e-05
TFs_and_others_BAHCC1,-6.16284576117653e-05
TFs_and_others_HOXC9,-7.322038707436148e-05
TFs_and_others_OVOL1,-6.28028825100111e-05
TFs_and_others_NFATC2,-6.50097837091024e-05
TFs_and_others_EBNA2,-6.582202265045899e-05
TFs_and_others_NR2F1,-8.245267906566904e-05
TFs_and_others_ZNF121,-7.270573839582544e-05
TFs_and_others_ZIK1,-6.156351181984831e-05
TFs_and_others_ZFP41,-7.091929431405906e-05
TFs_and_others_DNA2,-6.034978200831104e-05
TFs_and_others_FBP1,-5.898499853304508e-05
TFs_and_others_ZNF703,-6.296013447603589e-05
TFs_and_others_NCAPG2,-8.321128273219567e-05
TFs_and_others_BAHD1,-6.882682581604839e-05
TFs_and_others_STAG2,-0.00011114180008474779
TFs_and_others_ZNF791,-9.933447425026689e-05
TFs_and_others_ZNF300,-7.897770100546212e-05
Histone_H4K5K8ac,-0.00015417648153998381
TFs_and_others_ZBTB7B,-8.800769968345753e-05
TFs_and_others_SALL3,-7.911931963201838e-05
TFs_and_others_ILK,-5.999360311475476e-05
TFs_and_others_PPP2R1A,-6.86014193303862e-05
TFs_and_others_ZNF775,-6.022600145961564e-05
TFs_and_others_ZNF577,-7.492256337412285e-05
TFs_and_others_ZNF621,-6.971878710141475e-05
RNA_polymerase_RNA polymerase III,-6.42556035830644e-05
TFs_and_others_ONECUT1,-7.719861664782246e-05
TFs_and_others_ZNF549,-6.69778880575546e-05
TFs_and_others_ZNF547,-6.890379333421543e-05
TFs_and_others_PRPF4,-5.3233407844357126e-05
TFs_and_others_RUNX2,-0.00010169401195874487
TFs_and_others_LMO1,-6.791176642867912e-05
TFs_and_others_THRA,-6.976959353892924e-05
TFs_and_others_HMGXB3,-6.194507277358762e-05
TFs_and_others_MNT,-7.894046329938349e-05
TFs_and_others_INO80,-7.024581036261752e-05
TFs_and_others_ZNF579,-7.470776411962414e-05
TFs_and_others_DMTF1,-8.090412266482553e-05
TFs_and_others_CUL3,-7.719454970486134e-05
TFs_and_others_KAT6B,-0.00010380624058608463
TFs_and_others_JRK,-7.988912697180547e-05
TFs_and_others_SAMD1,-7.886148473455564e-05
TFs_and_others_ZNF224,-6.060351576684165e-05
TFs_and_others_INSR,-6.228130652450904e-05
TFs_and_others_THAP7,-5.768158788364752e-05
TFs_and_others_THOC5,-6.673978867491983e-05
TFs_and_others_ID2,-6.371758087996877e-05
TFs_and_others_KMT2D,-6.110944840297937e-05
TFs_and_others_ASPSCR1,-7.960196588674668e-05
TFs_and_others_TBL1Y,-5.97939135168722e-05
TFs_and_others_RHOXF2B,-6.931143085526932e-05
TFs_and_others_TET3,-5.796553832214095e-05
TFs_and_others_E2F1,-0.00010133005560907688
TFs_and_others_ZFP1,-6.817863328995693e-05
Histone_H3K32ac,-8.022043033967572e-05
TFs_and_others_TAF2,-7.294260866142135e-05
TFs_and_others_DNMT1,-6.263219498351347e-05
TFs_and_others_ZFP82,-6.943497575083462e-05
TFs_and_others_ZSCAN5B,-7.65539134041256e-05
TFs_and_others_ZNF773,-7.851858477220243e-05
TFs_and_others_ATF3,-0.00010603311105172301
TFs_and_others_MAFG,-8.56539382836476e-05
TFs_and_others_EP300,-0.00018955638907221516
TFs_and_others_PPP1R10,-9.519953550944357e-05
TFs_and_others_ZNF367,-7.636410938066433e-05
TFs_and_others_SRSF3,-5.231539116268008e-05
TFs_and_others_TAF7,-5.670675644779567e-05
TFs_and_others_NR2F6,-6.039000261211575e-05
TFs_and_others_ZNF25,-5.9964098315138695e-05
TFs_and_others_PRKDC,-5.975638820953436e-05
TFs_and_others_RBM39,-5.308686635264847e-05
TFs_and_others_SP7,-7.735892772814577e-05
TFs_and_others_RORB,-6.910200927715592e-05
TFs_and_others_RARA,-0.00013217928398263467
TFs_and_others_CEBPG,-8.365392874457573e-05
TFs_and_others_HDAC3,-7.17840976197289e-05
TFs_and_others_ZSCAN4,-5.237497825106674e-05
TFs_and_others_ZNF518B,-7.48354085263057e-05
TFs_and_others_ZGPAT,-6.02196538801549e-05
TFs_and_others_ZNF189,-6.442520272825005e-05
RNA_polymerase_POLR3G,-5.479327134774592e-05
TFs_and_others_EZH2,-9.44134108951636e-05
TFs_and_others_ZBTB3,-7.731750023963565e-05
TFs_and_others_ZMYM3,-0.00010955579946792524
TFs_and_others_HOMEZ,-7.741766537869686e-05
TFs_and_others_TCF4,-0.00012377883749592673
TFs_and_others_ZEB2,-8.107034797082438e-05
TFs_and_others_ERCC8,-0.00010763985944366596
TFs_and_others_ZNF44,-7.937011311736767e-05
TFs_and_others_PPARA,-8.6727960887948e-05
TFs_and_others_ZNF750,-6.739695427534939e-05
TFs_and_others_ZNF277,-7.147432429708303e-05
TFs_and_others_PAX7,-6.0427522790744746e-05
TFs_and_others_ZNF329,-7.25298577815135e-05
TFs_and_others_ARNT2,-6.315067924374041e-05
TFs_and_others_NR1D1,-7.372783209683754e-05
TFs_and_others_PHF21A,-6.350634471523181e-05
TFs_and_others_RNF219,-7.569634846167204e-05
TFs_and_others_ZNF37A,-5.415198918225343e-05
TFs_and_others_PCNA,-7.74569042049683e-05
TFs_and_others_GTF3A,-6.409243619290816e-05
Histone_H3K36me1,-7.712140589472019e-05
Histone_H4K8ac,-7.542979325269834e-05
TFs_and_others_STAT5A,-7.565013589049322e-05
RNA_polymerase_POLR3GL,-8.449927848640739e-05
TFs_and_others_ATXN7L3,-8.18594044518159e-05
TFs_and_others_PGR,-0.00015007611610254838
TFs_and_others_VEZF1,-0.00010051388031118733
TFs_and_others_SAP130,-0.00010580515541987816
TFs_and_others_ZNF250,-7.061481168163586e-05
TFs_and_others_GLMP,-7.430858674517954e-05
TFs_and_others_MTF1,-7.208752472216228e-05
TFs_and_others_ZNF483,-7.846758648656045e-05
TFs_and_others_ZNF548,-8.314391888724836e-05
TFs_and_others_EPCAM,-8.673836905758768e-05
TFs_and_others_JUN,-0.00014049937453964326
TFs_and_others_ZNF493,-9.433860759664582e-05
TFs_and_others_SOX15,-6.722128873947978e-05
TFs_and_others_ZNF383,-6.540003543670816e-05
TFs_and_others_CHUK,-5.673475138351032e-05
TFs_and_others_NR2E3,-5.33527903423462e-05
TFs_and_others_ZNF444,-4.910737943702159e-05
TFs_and_others_ZBTB10,-5.262874335978383e-05
TFs_and_others_LMO3,-0.00010168832008559446
TFs_and_others_CXXC5,-6.846373155121056e-05
TFs_and_others_GATA3,-0.00018991721281701204
TFs_and_others_F2RL1,-8.347185286242326e-05
TFs_and_others_MGEA5,-9.782243743578544e-05
TFs_and_others_ZNF720,-5.787218131814016e-05
TFs_and_others_ID4,-8.426497425599966e-05
TFs_and_others_POU6F1,-5.625732617483885e-05
TFs_and_others_RFX2,-6.635366533371092e-05
TFs_and_others_BRD3,-6.318305279091532e-05
TFs_and_others_ZNF691,-6.961896759191962e-05
TFs_and_others_ZMAT3,-6.419991536911216e-05
TFs_and_others_MTOR,-7.204292437770333e-05
TFs_and_others_IRF2BP2,-8.121365509075569e-05
TFs_and_others_DBP,-6.326620141883575e-05
TFs_and_others_FOSL1,-0.00012015271482021688
TFs_and_others_ZNF76,-8.471565835884309e-05
Histone_HINFP,-8.077331961275345e-05
TFs_and_others_BCL6,-9.647193904553441e-05
TFs_and_others_SOX9,-0.00010519198144964592
TFs_and_others_CBX5,-7.311586669199007e-05
TFs_and_others_YAP1,-9.186592878982001e-05
TFs_and_others_LDB2,-7.924579446320324e-05
TFs_and_others_RUNX1T1,-7.454282085101939e-05
TFs_and_others_TRIM33,-6.987892393678026e-05
TFs_and_others_CPSF2,-6.625715232542198e-05
TFs_and_others_JMJD6,-7.101693011277586e-05
Histone_H2AK120Ub,-8.409567332599912e-05
TFs_and_others_ZNF576,-8.696032936372621e-05
Histone_H3K18ac,-0.00014288015836976315
TFs_and_others_CBX2,-9.36154390223809e-05
TFs_and_others_NBN,-7.577821397978037e-05
Histone_H3.1,-6.891629663937694e-05
TFs_and_others_HDAC8,-6.258860646204305e-05
TFs_and_others_ZNF140,-7.01716827127397e-05
TFs_and_others_CASZ1,-6.643444998730021e-05
TFs_and_others_ZFHX2,-7.68667486172822e-05
TFs_and_others_SMAD3,-9.10205598253289e-05
TFs_and_others_RXRB,-7.48284900628604e-05
TFs_and_others_BAP1,-5.3405410676084395e-05
TFs_and_others_SS18L1,-6.507181480903921e-05
TFs_and_others_SMARCA2,-6.589510546030743e-05
TFs_and_others_INTS5,-5.950092928243086e-05
TFs_and_others_NFIC,-6.410327303342441e-05
TFs_and_others_DEC1,-5.172093657113113e-05
TFs_and_others_MAF1,-4.9168257250196786e-05
TFs_and_others_ZBTB5,-6.198840835855039e-05
TFs_and_others_ZNF417,-5.923561287397098e-05
TFs_and_others_ZSCAN16,-6.571550875579815e-05
TFs_and_others_FUBP3,-7.024977802854659e-05
TFs_and_others_ESRRG,-8.623873217114603e-05
TFs_and_others_SKIL,-7.619712826256114e-05
TFs_and_others_PAWR,-8.97991053107874e-05
TFs_and_others_GTF3C2,-0.00010051601169232107
TFs_and_others_XRN2,-8.093929898476126e-05
TFs_and_others_USF1,-8.836183487863625e-05
TFs_and_others_TBX18,-7.037033299644984e-05
TFs_and_others_NFYA,-8.220409600343052e-05
TFs_and_others_ZNF276,-6.49881519863264e-05
Histone_H3K18la,-7.499444756211975e-05
TFs_and_others_TRIM24,-4.504785087871512e-05
Histone_H3K23ac,-7.827341482059453e-05
Histone_H4K91ac,-5.52124318742726e-05
TFs_and_others_ZNF550,-8.438765521218368e-05
TFs_and_others_LCOR,-5.323605043569238e-05
TFs_and_others_RELB,-7.177652585823362e-05
TFs_and_others_CDK7,-6.640458075064343e-05
TFs_and_others_PURB,-8.016577550914315e-05
TFs_and_others_SMARCAL1,-6.188868860819142e-05
TFs_and_others_ATF6,-6.002123189450086e-05
TFs_and_others_ZNF217,-6.532748506783148e-05
TFs_and_others_SP5,-6.740665206037534e-05
TFs_and_others_WIZ,-6.83583486186158e-05
TFs_and_others_GTF2F2,-6.373902709281168e-05
TFs_and_others_ZFP36L2,-5.9592429196377875e-05
TFs_and_others_ZNF410,-5.5576896703823666e-05
TFs_and_others_COPS2,-6.805918361672947e-05
